Price,Mileage(miles),Registration_Year,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class
7500,87000,13,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5
4795,47000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5
2599,107575,14,Petrol,SUV,1.6,Manual,3.0,5.0,Euro 5
2495,149000,15,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1750,130000,15,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
5250,121700,12,Petrol,Coupe,1.6,Automatic,2.0,4.0,Euro 5
4995,100000,14,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 5
7099,83000,9,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
1799,93796,16,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
2870,125392,15,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
2050,83376,15,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 4
1750,90000,21,Petrol,Estate,1.6,Manual,5.0,5.0,Euro 4
1999,125000,13,Petrol,MPV,1.6,Manual,5.0,5.0,Euro 5
1950,100000,18,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
1950,93000,13,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2275,103383,17,Petrol,Coupe,2.0,Manual,2.0,4.0,Euro 4
1595,148642,13,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 4
2450,109714,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
1949,70000,13,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5
4200,90000,14,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5
1499,131724,19,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4
4199,92000,14,Petrol,Coupe,2.0,Automatic,2.0,4.0,Euro 5
2910,118500,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
4280,105000,13,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
798,140599,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
2390,78000,15,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
2175,84000,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
4750,80000,10,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6
4450,100000,20,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4
2900,104499,18,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4
4500,74010,10,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
4000,114401,12,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5
2995,98000,13,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
16997,60000,6,Diesel,Hatchback,1.5,Automatic,5.0,5.0,Euro 6
1789,93000,15,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4
798,140599,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
4895,66000,13,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
975,97505,22,Petrol,Hatchback,1.3,Manual,5.0,4.0,Euro 4
4495,100000,13,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
1499,99999,20,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4
2495,99000,16,Petrol,Estate,1.4,Manual,5.0,2.0,Euro 4
3985,95601,10,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 6
2500,149000,19,Diesel,Coupe,3.0,Automatic,2.0,4.0,Euro 4
4599,70000,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
1189,135000,21,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
2950,79000,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
2500,138910,22,Petrol,Convertible,2.5,Manual,2.0,4.0,Euro 3
2495,55000,20,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
5000,99350,20,Petrol,Coupe,5.0,Automatic,2.0,4.0,Euro 6
2495,118000,13,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2490,56000,22,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4
3650,78000,13,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2495,132000,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2495,98000,15,Petrol,Saloon,1.6,Automatic,4.0,5.0,Euro 5
3950,98000,16,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 5
2700,105713,20,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 3
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
7500,73000,13,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1595,93610,24,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
3999,128000,16,Petrol,Saloon,1.6,Automatic,4.0,5.0,Euro 4
5499,32000,9,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1495,110000,18,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 4
3495,104000,14,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2495,113000,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
3690,84000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1495,109000,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2495,69400,16,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
2799,99061,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
2995,115000,19,Petrol,Convertible,1.8,Automatic,2.0,4.0,Euro 4
4999,54600,10,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
1850,73424,21,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 4
3295,109000,15,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
4000,44591,15,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
1993,94200,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2795,100000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
4195,79000,14,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 5
2495,94350,18,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4
2495,63000,20,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 3
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
2995,80000,13,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
2150,72000,17,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
1995,108000,18,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4
3495,49796,13,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2090,86255,15,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5
1995,113000,18,Petrol,Saloon,1.6,Manual,4.0,5.0,Euro 4
1500,162085,18,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 4
4495,65550,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2920,130422,16,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
2490,44584,17,Petrol,Hatchback,0.8,Automatic,5.0,5.0,Euro 4
2799,99061,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
2490,107800,19,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4
3500,100000,18,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 4
2000,66814,16,Petrol,SUV,2.4,Manual,5.0,5.0,Euro 4
4950,112000,17,Petrol,Saloon,3.5,Automatic,4.0,5.0,Euro 4
6450,89518,13,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
4990,96755,11,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5
2255,165000,19,Petrol,Saloon,2.5,Manual,4.0,5.0,Euro 4
2250,111000,15,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
2890,109000,18,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 4
1850,97000,22,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 3
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
1490,85556,19,Petrol,Convertible,1.4,Manual,2.0,2.0,Euro 4
9990,105000,9,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 6
5495,65694,16,Diesel,Saloon,2.7,Automatic,4.0,5.0,Euro 4
4750,67653,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2494,87000,18,Petrol,MPV,1.5,Manual,5.0,5.0,Euro 4
1995,96000,17,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
6050,61000,11,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 5
3250,85000,16,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
4440,90000,19,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4
1950,85000,21,Petrol,MPV,1.6,Manual,5.0,5.0,Euro 3
2950,79000,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2000,64000,18,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
1999,88000,18,Petrol,Saloon,2.4,Automatic,4.0,5.0,Euro 4
2495,101232,24,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 3
4495,71000,10,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
1799,69200,18,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
3999,42000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3480,65279,18,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
1949,45000,15,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4
2390,80000,22,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 3
1990,83000,18,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
9198,78691,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
5000,135600,10,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
4399,99000,11,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2500,71000,17,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4
3290,43000,14,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
5449,100000,12,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 6
3250,52000,16,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5
2500,94500,14,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2250,132000,17,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 4
2477,74000,15,Petrol,Convertible,1.8,Manual,2.0,4.0,Euro 5
5498,58000,11,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
9198,78691,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
4695,90000,10,Petrol,MPV,1.2,Manual,5.0,5.0,Euro 5
1695,100000,18,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
3299,124000,10,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5
1599,92000,22,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4
2490,103200,19,Petrol,Convertible,1.3,Manual,3.0,4.0,Euro 4
5999,63000,8,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6
7990,58776,10,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
3841,75349,16,Petrol,Coupe,1.6,Manual,2.0,4.0,Euro 4
5495,96229,9,Diesel,Hatchback,1.5,Manual,3.0,4.0,Euro 6
2950,79000,14,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
9149,55301,9,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
5995,103000,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
3395,125000,17,Petrol,Estate,2.0,Manual,5.0,5.0,Euro 4
1500,92415,19,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4
5890,67550,9,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6
2289,47500,17,Petrol,Hatchback,1.4,Manual,5.0,4.0,Euro 4
2390,62000,19,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
1895,77627,18,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
1995,93000,16,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
5995,84000,17,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 4
3000,184000,15,Petrol,MPV,1.8,Automatic,5.0,7.0,Euro 4
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
4995,70000,17,Petrol,Convertible,3.0,Automatic,2.0,4.0,Euro 4
1950,73200,12,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 5
7495,45000,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
1950,143000,22,Diesel,Saloon,2.7,Automatic,4.0,5.0,Euro 3
1789,100000,20,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 3
3499,107288,15,Diesel,Estate,2.0,Automatic,5.0,5.0,Euro 5
1890,99000,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
7999,58000,10,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6
4050,44283,21,Petrol,Hatchback,2.0,Manual,3.0,5.0,Euro 3
3989,75890,21,Petrol,Convertible,2.0,Automatic,2.0,4.0,Euro 3
1299,87000,17,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
10000,46923,8,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
1990,73839,17,Diesel,Hatchback,1.8,Manual,5.0,5.0,Euro 4
6295,88000,11,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
2495,93000,17,Petrol,SUV,2.4,Manual,5.0,5.0,Euro 4
1680,134000,21,Diesel,Hatchback,2.0,Manual,3.0,5.0,Euro 4
2749,56000,14,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2789,97000,19,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 4
2995,28000,16,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 4
3990,95810,14,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 5
3499,92000,11,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5
1750,130000,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
19800,69690,6,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
5000,60000,10,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
2495,87000,16,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 5
2195,138000,16,Petrol,MPV,1.8,Manual,5.0,6.0,Euro 4
4495,100000,12,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
1450,95232,22,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4
4450,89600,14,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5
1800,145000,21,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 4
2000,85000,18,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
2950,87424,17,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 4
3995,84000,20,Petrol,Saloon,5.0,Automatic,4.0,4.0,Euro 4
2495,149000,15,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
5495,88291,17,Petrol,Coupe,2.0,Automatic,2.0,4.0,Euro 5
6249,64800,17,Petrol,Hatchback,1.6,Automatic,3.0,4.0,Euro 4
6000,112400,17,Petrol,Coupe,2.0,Manual,2.0,4.0,Euro 4
2500,138000,16,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 4
3250,110658,15,Petrol,Hatchback,1.0,Automatic,5.0,4.0,Euro 4
4495,61000,11,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
14995,58500,12,Petrol,Coupe,2.0,Automatic,3.0,4.0,Euro 5
1599,115000,21,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4
2299,95861,21,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 3
1689,93000,19,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
1795,96466,18,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
1599,77182,15,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
3450,71977,13,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 5
2395,93000,16,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4
6400,64000,12,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 5
1150,98900,23,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 3
2250,97000,17,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4
2450,42500,19,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
2999,109000,15,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 5
1750,130000,15,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
15900,62402,6,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6
4895,91000,13,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
3990,115600,12,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
3699,108000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
12725,95969,9,Diesel,Saloon,2.1,Manual,4.0,5.0,Euro 6
2495,133000,17,Petrol,Saloon,3.0,Automatic,4.0,5.0,Euro 4
1500,109000,20,Petrol,Estate,2.0,Automatic,5.0,5.0,Euro 4
2620,78497,15,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4
2495,147000,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
3500,42460,18,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 4
3895,67000,15,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 4
3495,127000,10,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
9198,78691,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6
2490,80000,23,Petrol,Hatchback,1.6,Automatic,3.0,5.0,Euro 3
2094,83000,17,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
5940,85000,15,Petrol,SUV,1.6,Manual,5.0,7.0,Euro 5
6500,99000,13,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5
2999,149000,11,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5
4999,65153,11,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
1899,94000,24,Petrol,Convertible,1.8,Automatic,2.0,2.0,Euro 4
3000,110000,12,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5
4299,60000,13,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
1495,119000,20,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
2799,99061,14,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5
10698,22782,5,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
3950,75000,19,Petrol,MPV,2.5,Manual,5.0,7.0,Euro 4
8050,97850,14,Petrol,Coupe,2.0,Automatic,2.0,4.0,Euro 5
2495,90000,18,Petrol,Coupe,2.0,Manual,2.0,5.0,Euro 4
2259,149490,16,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5
1895,129644,17,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4
3000,175112,15,Petrol,MPV,1.6,Manual,5.0,5.0,Euro 5
5990,124700,10,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 6
2495,107000,15,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
3295,97000,15,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
1895,55897,19,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 4
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
3895,89000,15,Petrol,Hatchback,2.0,Automatic,5.0,5.0,Euro 4
4495,114000,14,Petrol,SUV,1.6,Manual,5.0,7.0,Euro 5
5990,40000,13,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 5
3689,45000,16,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4
3500,86000,19,Petrol,Coupe,3.0,Automatic,2.0,4.0,Euro 4
2900,63084,14,Petrol,Convertible,0.9,Manual,2.0,4.0,Euro 5
1995,73863,18,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4
6699,55000,11,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5
2495,114000,18,Petrol,MPV,2.0,Automatic,5.0,7.0,Euro 4
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
10198,50028,9,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
2200,93505,19,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4
1495,84349,22,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 3
2499,102000,13,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5
4594,91652,13,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
4389,46300,15,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4
2299,97000,17,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
2950,95000,21,Petrol,SUV,3.0,Automatic,5.0,5.0,Euro 3
3295,69991,13,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
4000,111000,15,Petrol,SUV,2.0,Automatic,5.0,5.0,Euro 4
4500,95000,17,Petrol,Estate,1.8,Manual,5.0,5.0,Euro 4
2950,105000,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
9600,56984,9,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6
8975,86500,8,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6
2495,64000,17,Petrol,Estate,1.2,Manual,5.0,5.0,Euro 4
2495,153000,14,Petrol,Coupe,1.6,Manual,3.0,5.0,Euro 5
2495,83000,12,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5
4950,103000,19,Petrol,SUV,4.2,Automatic,5.0,5.0,Euro 3
3195,113000,20,Petrol,Estate,2.5,Automatic,5.0,5.0,Euro 4
5825,67129,11,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5
1250,143000,21,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 3
2700,117000,13,Diesel,MPV,1.6,Manual,5.0,7.0,Euro 5
3400,68100,14,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5
2490,38000,16,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
798,140599,17,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
4450,49000,14,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5
1495,61000,23,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4
2495,122000,20,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4
2250,63000,23,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 3
3750,49000,14,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 4
1889,152000,22,Petrol Hybrid,Saloon,1.5,Automatic,4.0,5.0,Euro 3
2499,110000,17,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4
1795,73900,17,Petrol,MPV,1.6,Manual,5.0,7.0,Euro 4
4950,51600,12,Diesel,Coupe,2.0,Manual,3.0,5.0,Euro 5
999,111400,18,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 4
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
6900,70189,9,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6
5899,100000,13,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 5
1995,94000,16,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5
2745,106100,19,Petrol,Saloon,2.5,Manual,4.0,5.0,Euro 4
